"a1","c1","b1","b2","a2","c2","a0","b0","c0","sigma_eY","rho_U","rho_V","rho_total","rho_rel_U","bias","design","beta_A_fit1","se_A_fit1","power_A_fit1","beta_A_fit2","se_A_fit2","power_A_fit2","beta_Atilde_fit2","se_Atilde_fit2","power_Atilde_fit2","beta_A_fit3","se_A_fit3","power_A_fit3","beta_V_fit3","se_V_fit3","power_V_fit3","beta_A_fit4","se_A_fit4","power_A_fit4","beta_Atilde_fit4","se_Atilde_fit4","power_Atilde_fit4","beta_V_fit4","se_V_fit4","power_V_fit4","sd_beta_A_fit1","sd_beta_A_fit2","sd_beta_Atilde_fit2","sd_beta_A_fit3","sd_beta_V_fit3","sd_beta_A_fit4","sd_beta_Atilde_fit4","sd_beta_V_fit4","bias_A_fit1","bias_A_fit2","bias_A_fit3","bias_A_fit4","source","se_type","noise_dist","df_t","n_sample","n_iters","seed"
0.8,0.5,0.5,0.3,0,0,0,0,0,1,0.4,0,0.4,1,0.4,"NoV",0.706329543789615,0.0393010960118216,1,0.66243822230285,0.042633632216147,1,0.109585055107046,0.0392626159964501,0.78,0.706372561338215,0.0393169529519142,1,-0.00010203138089565,0.0323604560927361,0.0450000000000001,0.662456397740924,0.0426458455031727,1,0.109643733692013,0.0392712627910809,0.779,-9.99034137928355e-06,0.0322239234454056,0.0500000000000001,0.0474021607328486,0.0512658397446569,0.0441990671905712,0.0474456764686094,0.0322214005350856,0.0513070867049115,0.0442364073352744,0.0322602639044017,0.406329543789615,0.36243822230285,0.406372561338215,0.362456397740924,"sim","HC1","t",3,1000,1000,314
0.8,0.7,0.5,0.3,0,0,0,0,0,1,0.56,0,0.56,1,0.4,"NoV",0.702795904099966,0.0397544766541005,1,0.597028163567522,0.04656432617983,1,0.189139715952684,0.04560270195711,0.966,0.702832768372404,0.0397576922152336,1,0.00150115751813318,0.0322450022962883,0.0600000000000001,0.597076529021733,0.0465650591907402,1,0.189121756195524,0.045615795156586,0.966,0.00140706195984517,0.0318892516467602,0.059,0.0486462480623661,0.053653904053518,0.050750462973159,0.0486660297722851,0.0332624431006966,0.0536863435501884,0.0507922653699661,0.0329072822841486,0.402795904099966,0.297028163567522,0.402832768372404,0.297076529021733,"sim","HC1","t",3,1000,1000,314
0.8,0.9,0.5,0.3,0,0,0,0,0,1,0.72,0,0.72,1,0.4,"NoV",0.705697518514963,0.0397314488391119,1,0.459109512382665,0.050819627177809,1,0.339606532940675,0.051355904736817,0.994,0.705663317436913,0.0397379967169112,1,-0.000196676841031976,0.0322183421414282,0.046,0.459107266358288,0.0508317379575171,1,0.339561976954872,0.0513748854868175,0.994,-0.000156222900449418,0.031367306097283,0.048,0.0470853869869056,0.057004961078806,0.0576143962857266,0.0471281983959621,0.0325475793079843,0.0569877354419969,0.0575683726411243,0.0313824495238553,0.405697518514963,0.159109512382665,0.405663317436913,0.159107266358288,"sim","HC1","t",3,1000,1000,314
0.85,0.1,0.5,0.3,0,0,0,0,0,1,0.085,0,0.085,1,0.425,"NoV",0.730255286715068,0.037768202084953,1,0.728902593335029,0.0379264074246332,1,0.0160501762332443,0.0321980954142719,0.0840000000000001,0.730294591110368,0.037794121409045,1,0.000731646356047189,0.032248966465325,0.0550000000000001,0.728942747062032,0.037952423958305,1,0.0160428447000099,0.0322208947997204,0.0859999999999999,0.000689108200445669,0.0322695499330206,0.056,0.041953719129553,0.042185124194613,0.0336481595001287,0.0420641656242709,0.0334958191667356,0.042304460692508,0.0336703891401197,0.0335131750668127,0.430255286715068,0.428902593335029,0.430294591110368,0.428942747062032,"sim","HC1","t",3,1000,1000,314
0.85,0.3,0.5,0.3,0,0,0,0,0,1,0.255,0,0.255,1,0.425,"NoV",0.727476645346218,0.037520130189977,1,0.715534826299226,0.038762391375165,1,0.0469499512167699,0.0341602759839787,0.317,0.727466137312664,0.037531722674926,1,0.000365819892987516,0.031927866257184,0.051,0.715527697250535,0.0387759637396202,1,0.0469457612921303,0.034179732817997,0.316,0.000451647623336944,0.0319146110174002,0.052,0.0442160950823946,0.045624423314567,0.0394727807164986,0.0442505507312165,0.0314797986070503,0.0456474188185284,0.0394200525603229,0.0313813860478227,0.427476645346218,0.415534826299226,0.427466137312664,0.415527697250535,"sim","HC1","t",3,1000,1000,314
0.85,0.5,0.5,0.3,0,0,0,0,0,1,0.425,0,0.425,1,0.425,"NoV",0.728754353734322,0.0374296108291508,1,0.692016009467635,0.0414575634792681,1,0.0862246489246298,0.0378753653308605,0.629,0.728809073089725,0.0374439779000725,1,0.00143283517697465,0.0320312647519796,0.036,0.692048079073356,0.0414715800491004,1,0.0862690426648529,0.0378846825697069,0.629,0.00138464969602152,0.0319467549487023,0.0349999999999999,0.0432967572193267,0.0466659261586756,0.0400863076964666,0.0432892043381677,0.0317883876086703,0.0466677807493551,0.0400523513433498,0.0317672601019487,0.428754353734322,0.392016009467635,0.428809073089725,0.392048079073356,"sim","HC1","t",3,1000,1000,314
0.85,0.7,0.5,0.3,0,0,0,0,0,1,0.595,0,0.595,1,0.425,"NoV",0.728821637093363,0.0371373462347863,1,0.63748241183559,0.0462442570008242,1,0.15316776237291,0.0447027250595879,0.893,0.728796995503644,0.0371477194267931,1,-0.00112178234330712,0.0317965228835793,0.047,0.637486215000571,0.0462576304895661,1,0.153123067291475,0.0447186461493787,0.895,-0.00107497012427413,0.0315710361436376,0.052,0.0423437588734624,0.0531838490225128,0.0515421686441704,0.0423878236757507,0.0318082212956201,0.053191020596552,0.0515647214611004,0.031461380204993,0.428821637093363,0.33748241183559,0.428796995503644,0.337486215000571,"sim","HC1","t",3,1000,1000,314
0.85,0.9,0.5,0.3,0,0,0,0,0,1,0.765,0,0.765,1,0.425,"NoV",0.728362560809534,0.0374157377622802,1,0.494659757734912,0.0549833745583894,1,0.304158699135027,0.0551420572717512,0.996,0.728297015618374,0.0374193953022527,1,0.000451668602847513,0.0318499002792548,0.0469999999999999,0.494587783803576,0.0549970595924721,1,0.304172548773352,0.0551683236361593,0.996,0.000578013690042648,0.0312656990984577,0.052,0.0421775817413014,0.059087711158728,0.0602217045852666,0.0422151921774093,0.0318547365803251,0.0591521360832754,0.060270970323681,0.0313844930153386,0.428362560809534,0.194659757734912,0.428297015618374,0.194587783803576,"sim","HC1","t",3,1000,1000,314
0.9,0.1,0.5,0.3,0,0,0,0,0,1,0.09,0,0.09,1,0.45,"NoV",0.753070047375078,0.0355485052735297,1,0.752048773355213,0.0357790936606749,1,0.0113206974669401,0.0323055016614745,0.071,0.753032247812765,0.0355558908882126,1,-0.00187185367954794,0.0317903035866906,0.036,0.752005698244715,0.0357868110352961,1,0.0113555155633536,0.0323299858945675,0.073,-0.00181871589272982,0.0318009244221381,0.035,0.0408488404757934,0.0412535289508028,0.0351786630211106,0.0408291903439274,0.0312263969138791,0.0412359660892386,0.0352222080564294,0.0312823299651348,0.453070047375078,0.452048773355213,0.453032247812765,0.452005698244715,"sim","HC1","t",3,1000,1000,314
0.9,0.3,0.5,0.3,0,0,0,0,0,1,0.27,0,0.27,1,0.45,"NoV",0.751294038991415,0.035515925596291,1,0.742933957399512,0.0368903247519114,1,0.0313000736618452,0.0336308068999696,0.158,0.751283067197703,0.0355247465641722,1,-0.000203997901673558,0.0317025277951376,0.046,0.74292128948946,0.0368947561821737,1,0.0312884322186486,0.0336381390027285,0.155,-0.000194419052644496,0.0316840347126244,0.044,0.0399165001100872,0.0414911158586075,0.0354032564052355,0.039874092736125,0.0316118346641753,0.041446007574624,0.0354348953754975,0.0316149901727176,0.451294038991415,0.442933957399512,0.451283067197703,0.44292128948946,"sim","HC1","t",3,1000,1000,314
0.9,0.5,0.5,0.3,0,0,0,0,0,1,0.45,0,0.45,1,0.45,"NoV",0.753512929960596,0.0350829160751339,1,0.726098353103794,0.0395477848891629,1,0.0609905244196306,0.0368978467223228,0.376,0.753497523413084,0.0350913540402912,1,0.000167593213631749,0.0315100461472635,0.042,0.7260777754454,0.0395587669727463,1,0.0610003198779023,0.0369345023661739,0.374,0.00024465265433773,0.0314926150374141,0.041,0.0395469634246596,0.0444878557420133,0.0380371251577459,0.0395868233299249,0.031406569853273,0.0445245855931051,0.0381542814580647,0.0314707883583026,0.453512929960596,0.426098353103794,0.453497523413084,0.4260777754454,"sim","HC1","t",3,1000,1000,314
0.9,0.7,0.5,0.3,0,0,0,0,0,1,0.63,0,0.63,1,0.45,"NoV",0.752536558920245,0.0347460147274639,1,0.681253431267749,0.0455496660106711,1,0.113161132021102,0.0441686900848167,0.716,0.752531170550381,0.0347753404811065,1,0.00054033333518987,0.0318083013775425,0.047,0.68129503804204,0.0455781385903933,1,0.11309223521061,0.0441852258673003,0.712,0.00054189613988666,0.0316945704919099,0.0489999999999999,0.039623294164483,0.0527303500933468,0.0495101377347984,0.0396407054634469,0.0326315774512127,0.0527707938728471,0.0495061721280979,0.0323959945465362,0.452536558920245,0.381253431267749,0.452531170550381,0.38129503804204,"sim","HC1","t",3,1000,1000,314
0.9,0.9,0.5,0.3,0,0,0,0,0,1,0.81,0,0.81,1,0.45,"NoV",0.75164713127498,0.035281911890708,1,0.547748884092772,0.0600097470599273,1,0.251439046169675,0.0598082506026789,0.961,0.751571395170045,0.0352889468142991,1,0.000170331102300016,0.0317249735589391,0.0390000000000001,0.547617312026567,0.0600091101143909,1,0.251510773452153,0.0598170498326472,0.961,0.000105757141786487,0.0313755466267887,0.039,0.0389204996419998,0.0674698051893193,0.0667327144534327,0.0389428398593359,0.0309805552530543,0.067496226812599,0.0667593056458452,0.0308030073866315,0.45164713127498,0.247748884092772,0.451571395170045,0.247617312026567,"sim","HC1","t",3,1000,1000,314
0.95,0.1,0.5,0.3,0,0,0,0,0,1,0.095,0,0.095,1,0.475,"NoV",0.775298028469856,0.0335178292920064,1,0.774909865786333,0.0336937103096772,1,0.00416953570876394,0.0318112621608499,0.051,0.775286071477672,0.0335234638289934,1,-0.00201170190088358,0.0315267198031697,0.054,0.774896409427085,0.033697738137514,1,0.00419940228970274,0.0318201182723106,0.049,-0.00203502938428703,0.0315405890025887,0.058,0.0377962791215474,0.0381597037721934,0.0337297220018664,0.0378228357993832,0.0322022004609034,0.0381816887448498,0.0337512918839108,0.0322256307348491,0.475298028469856,0.474909865786333,0.475286071477672,0.474896409427085,"sim","HC1","t",3,1000,1000,314
0.95,0.3,0.5,0.3,0,0,0,0,0,1,0.285,0,0.285,1,0.475,"NoV",0.776354718518645,0.0327593301646806,1,0.771539257085135,0.0342099347282385,1,0.0168492024616744,0.0328668259664783,0.088,0.776305102899559,0.0327708787403116,1,0.00143709555372354,0.0312522947410736,0.045,0.771492495211585,0.0342248900512092,1,0.0168272868317084,0.0328850005423598,0.088,0.00136184223858812,0.0312639107568428,0.043,0.0352819393143803,0.0363813910719041,0.0336303397737489,0.0353386043529485,0.0314049571122904,0.0364475344302806,0.0336733102581623,0.0314376594466866,0.476354718518645,0.471539257085135,0.476305102899559,0.471492495211585,"sim","HC1","t",3,1000,1000,314
0.95,0.5,0.5,0.3,0,0,0,0,0,1,0.475,0,0.475,1,0.475,"NoV",0.776026008437066,0.0322890574984312,1,0.760025403626823,0.0372049933931999,1,0.0337747161516676,0.0361048922348873,0.169,0.775992611049814,0.0322962638769241,1,-0.00259073449169645,0.0310893469059293,0.053,0.759986915116982,0.0372112960694318,1,0.0337869522536575,0.0361199939779544,0.166,-0.00253572234722337,0.0310839088997251,0.052,0.0329411999267944,0.0394121862152466,0.0396350013549372,0.0329381817012531,0.0320169137796772,0.0393876529453251,0.0395880757687389,0.0319791686976383,0.476026008437066,0.460025403626823,0.475992611049814,0.459986915116982,"sim","HC1","t",3,1000,1000,314
0.95,0.7,0.5,0.3,0,0,0,0,0,1,0.665,0,0.665,1,0.475,"NoV",0.776149600903117,0.0328569581629942,1,0.734911395911407,0.0449639915907131,1,0.062208232314158,0.0443709996045082,0.309,0.776155296584932,0.0328698646684442,1,-5.7790974622965e-05,0.0313341977197184,0.05,0.734932736206063,0.0449855586319539,1,0.0621852539415862,0.0444098866958902,0.31,-0.000112651107255488,0.031321203941834,0.054,0.0352104432519662,0.047193750623751,0.0461404523207592,0.0352242288128742,0.0324831486279045,0.0472219269184998,0.0461940094078569,0.032440524600968,0.476149600903117,0.434911395911407,0.476155296584932,0.434932736206063,"sim","HC1","t",3,1000,1000,314
0.95,0.9,0.5,0.3,0,0,0,0,0,1,0.855,0,0.855,1,0.475,"NoV",0.77475686158355,0.0327768127610004,1,0.632350974335691,0.0648580781532224,1,0.167044222862496,0.0644969615097695,0.741,0.774743307160191,0.0327940118367412,1,-0.00135089202772828,0.0311433565125533,0.04,0.632484094433395,0.064881331446159,1,0.166869572488617,0.0645265613629244,0.744,-0.00126028621587979,0.0310374124591534,0.0420000000000001,0.0349677296180194,0.0696207016408067,0.0683839758875035,0.0350108241265585,0.0314320418187572,0.0697140162857913,0.068423172551113,0.031096020827549,0.47475686158355,0.332350974335691,0.474743307160191,0.332484094433395,"sim","HC1","t",3,1000,1000,314
