"a1","c1","b1","b2","a2","c2","a0","b0","c0","sigma_eY","ax_1","ax_2","bx_1","bx_2","p_x2","rho_U","rho_V","rho_total","rho_rel_U","bias_struct","var_A_given_X","bias_fit1_pop","var_A_given_XV","bias_fit3_pop","design","beta_A_fit1","se_A_fit1","power_A_fit1","beta_A_fit2","se_A_fit2","power_A_fit2","beta_Atilde_fit2","se_Atilde_fit2","power_Atilde_fit2","beta_A_fit3","se_A_fit3","power_A_fit3","beta_V_fit3","se_V_fit3","power_V_fit3","beta_A_fit4","se_A_fit4","power_A_fit4","beta_Atilde_fit4","se_Atilde_fit4","power_Atilde_fit4","beta_V_fit4","se_V_fit4","power_V_fit4","sd_beta_A_fit1","sd_beta_A_fit2","sd_beta_Atilde_fit2","sd_beta_A_fit3","sd_beta_V_fit3","sd_beta_A_fit4","sd_beta_Atilde_fit4","sd_beta_V_fit4","bias_A_fit1","bias_A_fit2","bias_A_fit3","bias_A_fit4","source","se_type","noise_dist","df_t","n_sample","n_iters","seed"
0.7,0.1,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.07,0,0.07,1,0.35,0.955,0.366492146596859,0.955,0.366492146596859,"NoV_WithX",0.666300825954373,0.0343286541478514,1,0.66450707137316,0.0344224092256036,1,0.0249531190097235,0.033656279894719,0.115,0.66627464341403,0.0343443676064635,1,0.000944099817533875,0.0335142055355066,0.0589999999999999,0.664483243860062,0.0344381250174518,1,0.0249457261318829,0.0336708459258908,0.115,0.000862101607888841,0.0335200877363886,0.0589999999999999,0.0349652966525349,0.0350731228048457,0.0345742722547888,0.034944980109383,0.0349978929341049,0.0350561926574872,0.0345632329317056,0.0349743933486637,0.366300825954373,0.364507071373159,0.36627464341403,0.364483243860062,"sim","classical","norm",NA,1000,1000,314
0.7,0.3,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.21,0,0.21,1,0.35,0.955,0.366492146596859,0.955,0.366492146596859,"NoV_WithX",0.667205925480188,0.0343572051104383,1,0.65071031552298,0.0351030566835543,1,0.0751582706905068,0.0342567170609116,0.597,0.66718141372774,0.0343755528048937,1,0.00027223727015015,0.033575748924638,0.0470000000000001,0.650691724609175,0.0351217404667096,1,0.0751332717887893,0.0342732927569188,0.592,0.00028348224798658,0.0335109796959672,0.0440000000000001,0.0338897175542667,0.0345497672287915,0.0345356129746935,0.0339183677193093,0.033839105443257,0.0345816674887958,0.034557747604427,0.0337392549132847,0.367205925480188,0.35071031552298,0.36718141372774,0.350691724609175,"sim","classical","norm",NA,1000,1000,314
0.7,0.5,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.35,0,0.35,1,0.35,0.955,0.366492146596859,0.955,0.366492146596859,"NoV_WithX",0.667184658525157,0.0343081621152366,1,0.615829495504223,0.0365131134447282,1,0.139530437045902,0.035700885482106,0.978,0.667108574458342,0.0343260871266552,1,-0.00148261123026845,0.0335646904655289,0.048,0.615785669753833,0.0365317295936283,1,0.139460758600295,0.0357200104168707,0.978,-0.00122197005451799,0.0333283763371218,0.046,0.0342037840212289,0.0367559277379876,0.035002945094129,0.0341934338182714,0.0338365990623741,0.0367561517353292,0.0350333612772362,0.0333547017187847,0.367184658525157,0.315829495504223,0.367108574458342,0.315785669753833,"sim","classical","norm",NA,1000,1000,314
0.7,0.7,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.49,0,0.49,1,0.35,0.955,0.366492146596859,0.955,0.366492146596859,"NoV_WithX",0.666046740202339,0.0343236794811321,1,0.549403553462186,0.0390302931231834,1,0.227092036531346,0.0381808461338637,1,0.666012511143444,0.034341041238466,1,-0.00073065691926067,0.0335457220202174,0.05,0.549343129866802,0.0390490983133766,1,0.227161250582576,0.0382005202835664,1,-0.000842020197530858,0.0329824436691219,0.049,0.0345896096348762,0.0386025154273396,0.0370333987881282,0.034626463820131,0.0334444971629885,0.0386229986627898,0.0371072609791442,0.0332383242142339,0.366046740202339,0.249403553462186,0.366012511143444,0.249343129866802,"sim","classical","norm",NA,1000,1000,314
0.7,0.9,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.63,0,0.63,1,0.35,0.955,0.366492146596859,0.955,0.366492146596859,"NoV_WithX",0.666730653217061,0.0344338382023011,1,0.417348348502135,0.0434023699003138,1,0.37713394286348,0.0423616844040442,1,0.666764147610136,0.0344512556366348,1,-0.000271983821866858,0.0337030328914535,0.045,0.417367191782944,0.0434231044628097,1,0.377157985948681,0.0423806182024345,1,-3.49328536012176e-05,0.0324505728016669,0.048,0.033495550765124,0.0423343351789518,0.0421891896402692,0.0335131233224344,0.0337073066152902,0.0423564312317582,0.0422051844741223,0.0327420653852731,0.366730653217061,0.117348348502135,0.366764147610136,0.117367191782944,"sim","classical","norm",NA,1000,1000,314
0.75,0.1,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.075,0,0.075,1,0.375,0.955,0.392670157068063,0.955,0.392670157068063,"NoV_WithX",0.692132464867287,0.0340645374934349,1,0.690476870949863,0.0341779810524393,1,0.0205364518961214,0.0333430517381031,0.085,0.692191899889821,0.0340806610242994,1,0.000751173451287838,0.0332652359616185,0.052,0.690535784615553,0.0341941458022946,1,0.0205356851915361,0.0333590872930068,0.0829999999999999,0.00077128386710564,0.0332751562324945,0.0509999999999999,0.0345991329620325,0.034657929696067,0.0331296278606344,0.0345707229601162,0.0333218814729564,0.034631978774157,0.033147162021358,0.033332556167679,0.392132464867287,0.390476870949863,0.392191899889821,0.390535784615553,"sim","classical","norm",NA,1000,1000,314
0.75,0.3,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.225,0,0.225,1,0.375,0.955,0.392670157068063,0.955,0.392670157068063,"NoV_WithX",0.691672431504439,0.0340237892981189,1,0.676112462659326,0.0349062726617258,1,0.0663039991154067,0.0341196633411244,0.501,0.691688968580222,0.0340393245972051,1,-0.000989676872247873,0.0332800214791278,0.055,0.676129076590945,0.0349226642433148,1,0.0662843566378242,0.0341360313181802,0.496,-0.00104103897192476,0.0332329858830834,0.0509999999999999,0.0338584832124429,0.0351639442678683,0.0349329768783377,0.0338612905075268,0.034081402015848,0.0351568853241446,0.0349395193462273,0.0339870168441407,0.391672431504439,0.376112462659326,0.391688968580222,0.376129076590945,"sim","classical","norm",NA,1000,1000,314
0.75,0.5,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.375,0,0.375,1,0.375,0.955,0.392670157068063,0.955,0.392670157068063,"NoV_WithX",0.691615493822852,0.0340274808945838,1,0.644061324384574,0.0366495282677102,1,0.121279571989477,0.0358083923332896,0.92,0.691581759957573,0.0340462818003123,1,0.00190104001948241,0.0332773862060671,0.036,0.644039603246929,0.0366698955938554,1,0.121251761619129,0.0358288938279536,0.921,0.00188021732825907,0.0331045634395353,0.036,0.0345940586624662,0.0373955081494561,0.0360753361730309,0.0346034634482271,0.031918936554081,0.0373989383901354,0.0361081654196136,0.0316523461494153,0.391615493822852,0.344061324384574,0.391581759957573,0.344039603246929,"sim","classical","norm",NA,1000,1000,314
0.75,0.7,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.525,0,0.525,1,0.375,0.955,0.392670157068063,0.955,0.392670157068063,"NoV_WithX",0.692600061537983,0.0340716079151694,1,0.580405142719835,0.0398713456901427,1,0.204134187008621,0.0389651147080264,1,0.692580871448138,0.0340871848581378,1,-0.00158192982050232,0.0333069230081197,0.053,0.58037591129943,0.0398888832972663,1,0.204158485267461,0.0389819033759649,1,-0.00186770005796637,0.0328725294032011,0.0569999999999999,0.0334632928357616,0.038900986859593,0.038390610039523,0.0334952776562353,0.0344144829528138,0.0389241993492985,0.0384075346551977,0.0341082565210302,0.392600061537983,0.280405142719835,0.392580871448138,0.280375911299431,"sim","classical","norm",NA,1000,1000,314
0.75,0.9,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.675,0,0.675,1,0.375,0.955,0.392670157068063,0.955,0.392670157068063,"NoV_WithX",0.692955359761355,0.0341344817992412,1,0.441824982103612,0.0457478413337349,1,0.355646584046287,0.0446958123133952,1,0.692918634980157,0.0341516697160939,1,-0.00162859443119674,0.0333038439014762,0.053,0.44180728380554,0.0457705483609031,1,0.355612956680824,0.0447167802444674,1,-0.00205347876095588,0.0323087852183426,0.051,0.0334025161244893,0.0454428211987813,0.0447329641563663,0.0334442827026218,0.0337081551744204,0.0455214004564115,0.0447953251434913,0.0325795567324102,0.392955359761355,0.141824982103612,0.392918634980157,0.14180728380554,"sim","classical","norm",NA,1000,1000,314
0.8,0.1,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.08,0,0.08,1,0.4,0.955,0.418848167539267,0.955,0.418848167539267,"NoV_WithX",0.719123179845082,0.0336803835207405,1,0.717848290180317,0.0338084250085814,1,0.0154856338995219,0.0331326721631282,0.073,0.719127260173083,0.0336965821518931,1,0.000171252375932925,0.033003730388726,0.0580000000000001,0.717847077956172,0.0338246691773564,1,0.0155185994969509,0.0331481576710061,0.076,0.00015132686536078,0.0330160654861208,0.0569999999999999,0.0342641255001806,0.0344235397658943,0.0333815524364203,0.0342833575796308,0.0337559740518451,0.0344419061329285,0.0334013544012836,0.0337836652364217,0.419123179845082,0.417848290180317,0.419127260173083,0.417847077956172,"sim","classical","norm",NA,1000,1000,314
0.8,0.3,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.24,0,0.24,1,0.4,0.955,0.418848167539267,0.955,0.418848167539267,"NoV_WithX",0.719459845991351,0.0337329538164531,1,0.70572049957581,0.0347833769775622,1,0.0543165333982328,0.0339673830087233,0.354,0.719423609611458,0.0337494961380518,1,-0.00164735185083918,0.032969980292425,0.0509999999999999,0.705694991861931,0.0348005582875751,1,0.0542648950760135,0.0339843457577736,0.356,-0.00165790513595683,0.0329448078054302,0.0509999999999999,0.0343700038012689,0.0355794596635789,0.0331668156314295,0.0343631840486199,0.0331420545614847,0.0355816371738505,0.0332434510849126,0.0330873662714287,0.419459845991351,0.40572049957581,0.419423609611458,0.405694991861931,"sim","classical","norm",NA,1000,1000,314
0.8,0.5,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.4,0,0.4,1,0.4,0.955,0.418848167539267,0.955,0.418848167539267,"NoV_WithX",0.719265179921451,0.0336999107200709,1,0.677732879766871,0.036829844834497,1,0.0990405440989214,0.0359949606124795,0.79,0.7192298688336,0.0337160682648205,1,0.000978304267337175,0.0329021159213866,0.062,0.677702240265004,0.036848263416675,1,0.0990113070133137,0.0360108559961956,0.794,0.000878806756628383,0.0327942372749628,0.062,0.0333285827987213,0.0362237420950507,0.0353132214363399,0.0334051701758479,0.0343333456865864,0.0362481345765351,0.0352399843345917,0.0340875661577022,0.419265179921451,0.377732879766871,0.4192298688336,0.377702240265004,"sim","classical","norm",NA,1000,1000,314
0.8,0.7,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.56,0,0.56,1,0.4,0.955,0.418848167539267,0.955,0.418848167539267,"NoV_WithX",0.716221250845173,0.0337027504582759,1,0.614605984273477,0.0407519804086933,1,0.173355294227336,0.039833535750173,0.988,0.716222836268785,0.0337197774448138,1,0.00112008752648217,0.0329707240565522,0.0500000000000001,0.614596319303255,0.0407725620088632,1,0.173369077065934,0.039853296802621,0.988,0.00120528064751601,0.0326777101539255,0.0509999999999999,0.0322419120889202,0.0399849354792978,0.0397849739006243,0.0322548157158502,0.0336164015120817,0.0399757577917664,0.0398189069573987,0.033370655396825,0.416221250845173,0.314605984273477,0.416222836268785,0.314596319303255,"sim","classical","norm",NA,1000,1000,314
0.8,0.9,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.72,0,0.72,1,0.4,0.955,0.418848167539267,0.955,0.418848167539267,"NoV_WithX",0.717903823975428,0.0337560782478021,1,0.472308810441338,0.0487933307756652,1,0.326143039275243,0.0477182628768535,1,0.717877544721663,0.0337740473353179,1,-0.00104729962037686,0.0330224295216006,0.051,0.472270163862789,0.04881960802171,1,0.326150911220949,0.0477427100412672,1,-0.00107998098035767,0.0322904563856424,0.057,0.0330518100243958,0.0474729432000609,0.047230173432234,0.0330559492214086,0.0325839043442809,0.0474087709583202,0.0471805094477683,0.0318243242986853,0.417903823975428,0.172308810441338,0.417877544721663,0.172270163862789,"sim","classical","norm",NA,1000,1000,314
0.85,0.1,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.085,0,0.085,1,0.425,0.955,0.445026178010471,0.955,0.445026178010471,"NoV_WithX",0.745146720625347,0.0333891947956332,1,0.743901134556715,0.0335308683649505,1,0.013933032363176,0.0328216215081032,0.076,0.745169168198277,0.0334066395842153,1,0.0004899592703707,0.0326484764986772,0.055,0.743917447736427,0.0335485843602555,1,0.0139728793130771,0.0328364214685901,0.075,0.000493744850684142,0.0326603255448004,0.054,0.03250116974226,0.0326466491300321,0.0336435166919413,0.0325771069865823,0.033623075031047,0.0327127653707594,0.0336208413805477,0.0336171527645574,0.445146720625347,0.443901134556715,0.445169168198277,0.443917447736427,"sim","classical","norm",NA,1000,1000,314
0.85,0.3,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.255,0,0.255,1,0.425,0.955,0.445026178010471,0.955,0.445026178010471,"NoV_WithX",0.744455096654242,0.0333737885449217,1,0.734151355417263,0.0345616571748567,1,0.0384885323396849,0.0337794897998451,0.218,0.744494090726796,0.0333913639761437,1,0.00108020881366051,0.0326619767835271,0.0420000000000002,0.734192567678183,0.0345794837060795,1,0.0384870503719599,0.0337968895279117,0.218,0.00111407028682594,0.0326547981217942,0.0409999999999998,0.0335406211000729,0.0343552361565219,0.0358686634051251,0.0335244420389798,0.0319938336030408,0.0343609925550858,0.0359432769530129,0.032048467773395,0.444455096654242,0.434151355417263,0.444494090726796,0.434192567678183,"sim","classical","norm",NA,1000,1000,314
0.85,0.5,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.425,0,0.425,1,0.425,0.955,0.445026178010471,0.955,0.445026178010471,"NoV_WithX",0.743671933803802,0.0333932062694334,1,0.71079238442075,0.037017683815777,1,0.0738817776954658,0.0361824905369571,0.523,0.743642910946948,0.0334102200126188,1,-0.000884909661718483,0.0326954030191044,0.049,0.710789906136518,0.0370367472345955,1,0.0738230261229417,0.0362015505022552,0.525,-0.000921106517796782,0.0326430245438,0.047,0.0328576133025807,0.0368829861891185,0.0372972311605682,0.0328421178782911,0.0324675258726199,0.0368841472184671,0.03734388691571,0.0323251995064302,0.443671933803802,0.41079238442075,0.443642910946948,0.410789906136518,"sim","classical","norm",NA,1000,1000,314
0.85,0.7,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.595,0,0.595,1,0.425,0.955,0.445026178010471,0.955,0.445026178010471,"NoV_WithX",0.745526106555759,0.0333982698287868,1,0.659440273504016,0.0418803184613967,1,0.138148606921565,0.0409015024275601,0.918,0.745506788119133,0.0334174629956623,1,-0.00191540765578857,0.0326430977610389,0.0420000000000001,0.659406509273703,0.0419046775909289,1,0.138163993661265,0.0409234684642687,0.92,-0.00193310045516221,0.0324730016727766,0.038,0.0351887872375245,0.0432150753852984,0.0413563713740356,0.0352717469210172,0.0308574481176056,0.0433035879540765,0.0413651711923308,0.03070809049603,0.445526106555759,0.359440273504016,0.445506788119133,0.359406509273703,"sim","classical","norm",NA,1000,1000,314
0.85,0.9,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.765,0,0.765,1,0.425,0.955,0.445026178010471,0.955,0.445026178010471,"NoV_WithX",0.74649480929477,0.0334079106617938,1,0.520547731925582,0.0529189045960666,1,0.282069247875838,0.0516957043469456,1,0.746465297814654,0.0334233686568222,1,-0.000637535860205188,0.0326296416999655,0.0580000000000001,0.520529765539779,0.05294591891074,1,0.282045888245559,0.0517217157714352,1,-0.000789843450373704,0.0321695852638648,0.055,0.0325135203853842,0.0508841499536735,0.0503851993840103,0.0325065197346459,0.0328941945048962,0.0509441979356727,0.0504526493573632,0.0323691699057331,0.44649480929477,0.220547731925582,0.446465297814654,0.220529765539779,"sim","classical","norm",NA,1000,1000,314
0.9,0.1,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.09,0,0.09,1,0.45,0.955,0.471204188481676,0.955,0.471204188481676,"NoV_WithX",0.771520764305782,0.0330182799048283,1,0.770888498049348,0.0331715610456141,1,0.0069182549850579,0.032410666207054,0.068,0.771574619595437,0.0330345664844198,1,0.00160941020605813,0.0323197147882688,0.047,0.77093998418026,0.0331878904430314,1,0.00693102905460122,0.0324277400794454,0.071,0.00160510343429359,0.0323345935278205,0.048,0.0331343387513803,0.0333861437352592,0.0338238392808957,0.033184026441327,0.0322651209403832,0.0334364690906363,0.033858997879057,0.0323034655128417,0.471520764305782,0.470888498049348,0.471574619595437,0.47093998418026,"sim","classical","norm",NA,1000,1000,314
0.9,0.3,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.27,0,0.27,1,0.45,0.955,0.471204188481676,0.955,0.471204188481676,"NoV_WithX",0.77337559800983,0.0329947306196582,1,0.765852878133015,0.0343477390459174,1,0.0266684018277431,0.0336065230215101,0.108,0.77338101556438,0.0330107920194795,1,0.00216303472636121,0.0322775521780655,0.051,0.765846809831362,0.0343643752023366,1,0.0267069254474391,0.0336225964592252,0.11,0.00220472821399161,0.0322851466831769,0.0500000000000001,0.0315047817835659,0.0329001154009099,0.0320277858095206,0.0314988757231908,0.0330625680702894,0.0328887972470966,0.0320327458115051,0.033082456640869,0.47337559800983,0.465852878133015,0.47338101556438,0.465846809831362,"sim","classical","norm",NA,1000,1000,314
0.9,0.5,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.45,0,0.45,1,0.45,0.955,0.471204188481676,0.955,0.471204188481676,"NoV_WithX",0.771331338095893,0.0330664043976578,1,0.748091120018949,0.0372502954791143,1,0.0490135484273719,0.0363328100031676,0.258,0.771356096053127,0.0330839931599695,1,-0.000451196679117575,0.0322752833578734,0.0450000000000001,0.748116079037794,0.0372708367700764,1,0.049006161087783,0.036351765923308,0.258,-0.000502757869870815,0.0322617731245268,0.039,0.0342370048789157,0.0384141307730386,0.0363234748592073,0.0342205936636805,0.0313620733078008,0.0384111633852608,0.0362548817545217,0.031258292404853,0.471331338095893,0.448091120018949,0.471356096053127,0.448116079037794,"sim","classical","norm",NA,1000,1000,314
0.9,0.7,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.63,0,0.63,1,0.45,0.955,0.471204188481676,0.955,0.471204188481676,"NoV_WithX",0.771708514594307,0.0330698617921526,1,0.711364109725,0.0431896916647297,1,0.0913385613555406,0.0421860306481724,0.581,0.771667461682274,0.0330867047674827,1,-0.000119201152087284,0.0323470041185204,0.063,0.711317305903548,0.043211506189325,1,0.0913439395103228,0.0422065500824405,0.579,-0.000305685012620311,0.032287626213788,0.065,0.0334380771497232,0.0437062915973289,0.042374539835236,0.033499121430867,0.0334068551884434,0.0438089203375201,0.0424302435649431,0.0333781487034563,0.471708514594307,0.411364109725,0.471667461682274,0.411317305903548,"sim","classical","norm",NA,1000,1000,314
0.9,0.9,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.81,0,0.81,1,0.45,0.955,0.471204188481676,0.955,0.471204188481676,"NoV_WithX",0.769365190020595,0.0330215982683925,1,0.584363590588587,0.0586065494776512,1,0.218280612998612,0.0573049352907321,0.961,0.769419958611969,0.0330373240407262,1,0.00103901504879692,0.0323328017422353,0.048,0.58439564908637,0.0586353399335745,1,0.218304948047026,0.0573331582210734,0.959,0.0011484584911205,0.0321148578266521,0.049,0.0328866232100595,0.0575152330862197,0.0575511478917871,0.0328931654206939,0.0318670756210761,0.0575466762547542,0.0576593866093695,0.0317422576061544,0.469365190020595,0.284363590588587,0.469419958611969,0.28439564908637,"sim","classical","norm",NA,1000,1000,314
0.95,0.1,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.095,0,0.095,1,0.475,0.955,0.49738219895288,0.955,0.49738219895288,"NoV_WithX",0.796550279011953,0.0326406279567495,1,0.796257930700669,0.0328114012136973,1,0.0027936566161172,0.0320752334410481,0.06,0.796560124734531,0.0326583506884678,1,0.000261574567897114,0.0319076459072629,0.05,0.796268065435752,0.0328291381624885,1,0.00282675286187832,0.0320912389544818,0.06,0.000305149434188034,0.0319226729701682,0.048,0.0322308114419945,0.0323845385555921,0.0323155246470699,0.0322604185935951,0.0313262167081197,0.0324103020605627,0.0323781653086014,0.0313901945353185,0.496550279011953,0.496257930700669,0.496560124734531,0.496268065435752,"sim","classical","norm",NA,1000,1000,314
0.95,0.3,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.285,0,0.285,1,0.475,0.955,0.49738219895288,0.955,0.49738219895288,"NoV_WithX",0.796237657382552,0.0326886462733296,1,0.7936370032579,0.0341833922543067,1,0.00890243053167148,0.033461085493428,0.059,0.796296667926833,0.0327060847874743,1,-0.00203460697942152,0.0319557693160818,0.048,0.793692398874625,0.0342012896097372,1,0.00891254694899292,0.0334785003464262,0.056,-0.00204360807999771,0.0319703656961426,0.047,0.0326957061523487,0.0339122025100136,0.0339242127900431,0.0327167766547766,0.0314547022307732,0.0339131423543688,0.0339402575070304,0.031470337617364,0.496237657382552,0.4936370032579,0.496296667926833,0.493692398874625,"sim","classical","norm",NA,1000,1000,314
0.95,0.5,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.475,0,0.475,1,0.475,0.955,0.49738219895288,0.955,0.49738219895288,"NoV_WithX",0.796745133924565,0.0326292811157269,1,0.787320025744148,0.0373628575838891,1,0.0189801083185354,0.0365177487314518,0.074,0.796762167860232,0.0326449753414978,1,0.000893035039711096,0.0319073928874852,0.047,0.787329770646055,0.0373809952818572,1,0.0189958658082015,0.0365364361886405,0.071,0.000933142088495052,0.0319191103813779,0.046,0.0330362719359946,0.038479185572245,0.0365900284843014,0.0330913791809175,0.0316592360744675,0.038538288172023,0.0366239718332801,0.0316890263127846,0.496745133924565,0.487320025744148,0.496762167860232,0.487329770646055,"sim","classical","norm",NA,1000,1000,314
0.95,0.7,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.665,0,0.665,1,0.475,0.955,0.49738219895288,0.955,0.49738219895288,"NoV_WithX",0.797439367512872,0.0326192915705171,1,0.772847007259466,0.044540095208937,1,0.0352978886084106,0.0435394234063485,0.132,0.797450301468576,0.0326364848307796,1,0.000479769487510564,0.0319109587282489,0.04,0.77286848818423,0.0445641524276361,1,0.0352811467458358,0.0435623746654189,0.135,0.000539011201262219,0.0319154185425715,0.04,0.0325114698907387,0.0454079175019313,0.0450333937858558,0.0324742944042272,0.0311479979625284,0.045394566329909,0.0450777942955443,0.0311592333484905,0.497439367512872,0.472847007259466,0.497450301468576,0.47286848818423,"sim","classical","norm",NA,1000,1000,314
0.95,0.9,0.5,0.3,0,0,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.855,0,0.855,1,0.475,0.955,0.49738219895288,0.955,0.49738219895288,"NoV_WithX",0.796106759910296,0.0326040795855459,1,0.701452486414739,0.0673603622925053,1,0.105717901987239,0.0658325089211015,0.36,0.796113478983957,0.0326196714482361,1,0.000624774757123298,0.0319098232610105,0.0429999999999999,0.701579999580939,0.0673936468929048,1,0.105585516190803,0.065866349689969,0.357,0.000506673613414558,0.0318863037610898,0.044,0.0334631540688034,0.0648910556716891,0.0624271675584524,0.0335491734936939,0.0317495185932776,0.0649100909892102,0.0624429019827573,0.0316173837785516,0.496106759910296,0.401452486414739,0.496113478983957,0.401579999580939,"sim","classical","norm",NA,1000,1000,314
